Test acc,Training acc,Test time,Training time,Epochs,Training size,Batchsize,Learning rate,Momentum,EpochLrDecrease,Backprop prob,Seed,Hidden Units1
86,93.3871,3.27E-05,0.0070127,6,620,10,0.0038268769,0.42195487,0.81674796,0.9270688,69829,34
86,97.039474,3.84E-05,0.010573,9,912,26,0.0053429045,0.3008485,0.88354284,0.97634554,3267,34
85,96.60422,4.57E-05,0.010267,7,854,16,0.0064736535,0.4112746,0.81618226,0.87945557,18918,44
88,98.15079,4.87E-05,0.0067509,7,703,24,0.0057290033,0.5924645,0.83717537,0.80207735,69789,43
86,95.7638,5.69E-05,0.0065237,6,779,24,0.00679999,0.39176685,0.86071485,0.83009905,62136,39
88,96.10215,4.22E-05,0.0054845,6,744,26,0.0068124137,0.5635757,0.84154546,0.8219838,60684,41
88,96.78832,4.82E-05,0.0058332,6,685,26,0.0049498025,0.59527034,0.86022425,0.93673986,18307,41
84,94.77478,5.15E-05,0.008939,10,555,20,0.0036578062,0.3653207,0.876098,0.9417114,20067,43
88,97.93388,4.1E-05,0.0110771,9,726,16,0.0053001246,0.4396468,0.87273735,0.97861594,61057,39
85,95.96368,5.2E-05,0.0095984,8,991,28,0.006780004,0.35953718,0.80032337,0.9332216,87991,30
89,95,3.79E-05,0.011295,9,680,11,0.0053954488,0.32890266,0.8221893,0.95539844,67273,36
88,98.859314,4.14E-05,0.0099111,8,789,14,0.006340264,0.5954379,0.81970036,0.83318293,33912,39
91,98.24561,3.64E-05,0.0099073,8,741,17,0.006724875,0.492034,0.8770546,0.99737716,85585,37
84,95.027626,4.55E-05,0.0065466,8,543,17,0.005331932,0.3486673,0.89160436,0.8878123,59064,39
89,94.59459,4.79E-05,0.0073405,6,814,19,0.0063494164,0.40419543,0.84945077,0.9846496,62443,38
86,92.58873,4.17E-05,0.0072438,6,958,20,0.004250242,0.42631847,0.8419596,0.9664141,92811,34
91,98.28179,6.29E-05,0.0106011,10,582,24,0.0065595782,0.38330927,0.8677984,0.97860986,94195,46
86,93.83034,5.45E-05,0.0081234,9,778,27,0.0031928958,0.5673802,0.8110351,0.8077735,84200,31
89,95,5.02E-05,0.0064954,6,640,18,0.0036739963,0.58179355,0.89130855,0.8935114,43049,44
86,96.30872,5.44E-05,0.0101674,9,596,16,0.003611467,0.3488902,0.89009875,0.84942335,71633,46
85,98.81356,5.75E-05,0.0063675,9,590,28,0.0042497334,0.56556225,0.8969852,0.9194924,41039,30
86,99.2053,5.3E-05,0.014317,10,755,15,0.0060504004,0.5132481,0.84819293,0.88974464,22929,46
88,95.10135,4.14E-05,0.0081018,8,592,24,0.006640501,0.36074695,0.80299646,0.99898946,28613,39
89,93.19249,4.21E-05,0.006635,6,852,22,0.004193102,0.4080403,0.88800055,0.95227975,46508,31
85,95.06369,9.14E-05,0.0080031,10,628,28,0.004330334,0.4624348,0.80203736,0.8848629,8217,40
89,99.36102,3.51E-05,0.0100901,10,626,13,0.005578509,0.53897023,0.84406465,0.9598393,51839,35
89,97.10327,4.74E-05,0.0088567,8,794,22,0.005981952,0.35435903,0.837495,0.8554388,70810,43
88,94.22283,4.85E-05,0.0096693,6,727,14,0.0041655772,0.543663,0.8128698,0.9695,90424,44
89,95.55855,4.1E-05,0.0071276,8,743,23,0.004640708,0.39859816,0.8293061,0.8038557,78435,38
87,94.5571,5.63E-05,0.0140012,9,937,23,0.0042495206,0.31077093,0.88353634,0.96290773,69699,46
87,96.94916,3.93E-05,0.0118546,8,885,20,0.0037271841,0.49774286,0.8593298,0.97559386,8612,48
84,89.655174,4.18E-05,0.006117,6,696,18,0.00301779,0.30779868,0.8307376,0.91618055,95829,35
85,92.79412,4.48E-05,0.0046674,6,680,23,0.0045299525,0.4449224,0.8612285,0.8863422,15341,30
86,96.06099,3.35E-05,0.0086928,8,787,14,0.0044711656,0.48472226,0.8037115,0.8494598,29980,33
87,95.986244,4.96E-05,0.013866,9,872,26,0.0044751526,0.42188084,0.89045125,0.9955937,75389,50
86,96.28433,5.6E-05,0.0137999,10,619,13,0.0044343476,0.40276808,0.81917405,0.875647,45079,47
87,94.72656,4.69E-05,0.0054221,8,512,29,0.0044132476,0.5224562,0.86093444,0.89938945,12462,42
87,93.52142,5.04E-05,0.0103842,7,957,25,0.0040797116,0.310616,0.8568005,0.94004285,76686,42
90,97.27669,4.47E-05,0.0136345,10,918,24,0.003889432,0.5832623,0.824691,0.8493112,40721,44
89,97.64706,5.45E-05,0.0144086,9,850,14,0.0061303456,0.5203475,0.8299369,0.91571933,66067,45
88,97.80793,3.92E-05,0.0155058,8,958,11,0.0055286726,0.5186729,0.82837933,0.94896644,59031,40
88,94.110855,7.02E-05,0.0093092,6,866,19,0.0057374416,0.30132082,0.83087605,0.8018126,60948,47
86,93.88005,5.69E-05,0.0088497,6,817,25,0.006834755,0.30389085,0.81780905,0.991626,27668,45
90,94.74249,3.59E-05,0.0058193,6,932,23,0.005714392,0.39060745,0.80523884,0.8560774,21845,34
86,95.61201,4.58E-05,0.0094554,7,866,26,0.0041749845,0.5371809,0.8173124,0.91822195,77721,49
85,90.87719,6.37E-05,0.0078536,6,855,22,0.003115403,0.4095024,0.8019066,0.81301427,74587,44
86,96.02485,5.14E-05,0.0151975,9,805,17,0.0035059385,0.49809495,0.84703803,0.9908117,65963,46
86,96.03658,3.53E-05,0.0145176,9,984,11,0.0031513763,0.57717043,0.85085493,0.8677828,75620,34
86,91.44667,4.66E-05,0.0109878,8,947,28,0.0034337738,0.35381603,0.8070445,0.97692394,92406,38
89,97.76786,4.33E-05,0.0112625,7,896,12,0.006806273,0.49920705,0.86507934,0.8069404,54341,43
88,96.1126,5.11E-05,0.011159,10,746,16,0.006522976,0.34644777,0.8065159,0.8722383,2413,31
87,95.03632,4.84E-05,0.008898,8,826,29,0.004266111,0.35568178,0.8567183,0.85784173,43509,43
88,96.9863,3.79E-05,0.0071067,8,730,28,0.006401676,0.3233466,0.87014204,0.8925148,22605,36
87,95.811516,3.01E-05,0.0074193,8,764,16,0.0038707461,0.5684338,0.8658666,0.9316991,60081,32
88,97.003746,4.17E-05,0.0063188,8,534,25,0.006137988,0.35713807,0.8672035,0.95106435,14624,42
85,96.81208,4.5E-05,0.0065593,7,596,17,0.005199811,0.3024178,0.8973175,0.826042,70966,41
85,96.73077,4.34E-05,0.0063201,10,520,28,0.0055530267,0.5917475,0.84590167,0.891411,45857,39
87,96.32653,2.99E-05,0.013933,10,980,12,0.005418815,0.34605628,0.83549315,0.8109939,89397,33
87,94.6545,5.02E-05,0.006877,6,767,27,0.0041829753,0.5184331,0.8810736,0.9854272,3327,41
87,97.21925,4.81E-05,0.0170666,10,935,13,0.00587846,0.31649795,0.8768108,0.8633172,34761,43
89,97.80776,4.79E-05,0.0113112,9,593,15,0.0058680447,0.36835778,0.8725039,0.9852114,79006,46
85,99.08089,4.08E-05,0.0078424,10,544,16,0.0061507057,0.37993887,0.88436884,0.9528516,76778,30
84,93.83955,6.67E-05,0.0093125,6,698,17,0.005281761,0.32975447,0.8325267,0.9679523,95609,47
82,95.322945,4.47E-05,0.0107852,7,898,12,0.0061387387,0.32081234,0.87071794,0.9415011,38641,35
86,97.68519,4.49E-05,0.0151745,10,648,12,0.0051042708,0.38819578,0.80935377,0.96986365,20022,44
85,95.995674,3.97E-05,0.0065507,6,924,28,0.0065543875,0.33455065,0.80926824,0.821805,5095,37
87,94.10977,3.6E-05,0.011964,10,747,17,0.0036470906,0.30401412,0.8966768,0.9675955,31299,38
89,94.79866,4.67E-05,0.0064532,8,596,30,0.0052310736,0.56178856,0.844881,0.86247426,29011,50
88,94.08696,3.73E-05,0.0039631,6,575,28,0.004550727,0.5687541,0.8974733,0.8747607,81281,36
89,93.71672,4.57E-05,0.00649,6,939,27,0.0063849976,0.39421532,0.8965578,0.8350159,13666,31
86,96.125656,3.31E-05,0.0104142,8,955,24,0.006250203,0.49174622,0.8695055,0.9806749,81274,36
88,96.689896,3.14E-05,0.0051354,8,574,17,0.004447624,0.47971565,0.8739657,0.8273523,57764,32
86,94.03203,4.06E-05,0.0063921,6,687,15,0.005762607,0.4055993,0.85909384,0.9414674,37024,36
89,95.26494,4.4E-05,0.0131414,7,887,10,0.0043464475,0.37108713,0.8808135,0.9589579,96403,38
89,98.47328,3.45E-05,0.0080344,10,786,26,0.0048214155,0.5541604,0.8571437,0.82713413,88600,34
90,98.515526,3.79E-05,0.0113852,10,741,20,0.0064784605,0.39699,0.8073043,0.82110757,17950,49
85,98.204666,4.47E-05,0.0039263,7,557,23,0.0053281733,0.58686703,0.85499954,0.8136017,13402,34
88,93.169395,4.62E-05,0.006258,6,732,16,0.004575109,0.37216538,0.8043317,0.88383657,14044,30
87,97.45011,5.11E-05,0.0084117,6,902,30,0.0065639485,0.5913912,0.8040073,0.96853876,91067,44
87,98.14815,4.63E-05,0.0070383,7,648,20,0.0069889054,0.59360427,0.88367707,0.9260623,38908,45
88,96.75551,3.69E-05,0.0098593,10,863,28,0.005395316,0.50199515,0.8963576,0.93967694,24701,36
86,94.98645,4.06E-05,0.009864,8,738,14,0.004875749,0.32319915,0.8055438,0.89845836,5106,37
87,96.88428,4.13E-05,0.0067772,8,674,22,0.005291511,0.52145356,0.832303,0.895082,39846,38
84,96.481735,3.19E-05,0.0070098,10,739,23,0.0046262457,0.33963522,0.84019095,0.80277276,30477,32
89,95.726494,4.58E-05,0.0098691,9,702,24,0.004125663,0.44906324,0.8144842,0.9168413,56842,48
87,92.82609,4.63E-05,0.0096764,6,920,11,0.0040486245,0.33565256,0.8788905,0.8604438,16735,30
87,94.91803,4.68E-05,0.006473,8,610,23,0.004209162,0.3599811,0.8987287,0.9218726,19960,39
88,93.85715,4.8E-05,0.0084154,6,700,15,0.00454467,0.41137362,0.8366341,0.94707304,94380,44
82,95.44073,3.63E-05,0.0075461,7,658,14,0.0042504407,0.44554406,0.8733426,0.9294889,58561,37
88,96.569466,4.46E-05,0.0062944,8,583,19,0.0060455343,0.47636867,0.8022451,0.8427562,12051,41
90,96.22642,4.41E-05,0.011747,7,901,16,0.004036383,0.5446911,0.8924734,0.98858035,38101,39
86,95.47845,4.46E-05,0.007415,6,951,26,0.0058858134,0.478076,0.8907595,0.893662,34620,41
87,99.49495,3.62E-05,0.0090734,9,792,22,0.006326567,0.4807106,0.8637088,0.9780172,44743,37
87,96.65739,5.05E-05,0.0081512,10,718,25,0.0050398163,0.58375686,0.8940178,0.89229405,29200,30
89,97.59414,4.06E-05,0.0096547,7,956,19,0.0062538874,0.55028516,0.85357606,0.9262898,30369,41
88,97.01493,3.15E-05,0.0058513,7,737,21,0.0065315426,0.34901673,0.812004,0.8429918,9281,35
85,97.27891,3.91E-05,0.0073009,7,735,21,0.006625342,0.31957158,0.86204356,0.9471923,75780,40
89,95.99057,3.82E-05,0.013322,10,848,21,0.0037046352,0.3631034,0.8353271,0.8513533,33605,49
85,98.61591,4.58E-05,0.0081744,9,578,22,0.0058039,0.5003832,0.81720847,0.88922864,29179,50
87,97.421524,3.86E-05,0.0131564,9,892,17,0.006414981,0.34876606,0.8329095,0.92879087,56218,48
90,96.98559,4.23E-05,0.0079715,7,763,21,0.0050568245,0.5878804,0.8234181,0.92427987,67153,48
89,96.85393,5.24E-05,0.0134378,10,890,21,0.005744297,0.37465528,0.8267215,0.96501267,28195,42
86,97.42766,3.96E-05,0.0085708,8,622,16,0.005690897,0.5298218,0.8837206,0.9320121,13602,49
88,97.51973,5.32E-05,0.0092544,8,887,25,0.0062648463,0.52693045,0.86142987,0.92797846,45452,39
89,97.05882,4.36E-05,0.0110994,10,714,26,0.0048388583,0.4769118,0.84528357,0.94322854,43973,50
88,97.19043,3.62E-05,0.0092608,7,961,16,0.006687953,0.37558463,0.8159392,0.81065303,59926,36
86,96.213806,4.99E-05,0.0100546,10,898,23,0.003640187,0.40875247,0.8640867,0.80675936,29543,30
89,98.48485,3.33E-05,0.0163,10,924,11,0.005274672,0.4946375,0.8364319,0.9415048,73582,35
89,96.15846,4.27E-05,0.0086307,9,833,27,0.006046444,0.5013706,0.83731854,0.814509,82521,38
87,97.87234,3.86E-05,0.0100575,8,799,13,0.005071967,0.5852325,0.82594484,0.8477067,83695,36
91,94.74238,4.93E-05,0.0093372,9,951,29,0.006013177,0.3168448,0.83082944,0.8005705,70775,31
88,96.57925,4.74E-05,0.0088762,8,877,24,0.0052956305,0.5216395,0.8421698,0.8737106,76193,37
92,96.114525,3.87E-05,0.0127949,10,978,17,0.0041482016,0.45293698,0.8344762,0.8493637,31460,36
86,93.564995,5.01E-05,0.0087751,6,777,10,0.004367693,0.3846491,0.874253,0.80856574,58057,31
88,95.97561,5.04E-05,0.0088186,6,820,16,0.0068011303,0.35954177,0.8417226,0.9231185,37550,43
89,94.36325,4.46E-05,0.0131389,7,958,15,0.0038225455,0.41833565,0.887833,0.9663139,61518,48
86,96.29213,4.33E-05,0.0111866,6,890,13,0.0055855205,0.33471307,0.8893014,0.81158555,20383,49
89,95.17601,4.56E-05,0.0110588,7,767,14,0.006133858,0.3881738,0.81777877,0.94760525,88166,50
88,95.12195,4.45E-05,0.0111979,10,861,27,0.006281611,0.3341915,0.8814096,0.989412,41797,30
87,96.47059,3.41E-05,0.0088041,9,850,27,0.0060088825,0.36728525,0.852139,0.85636,10759,37
88,96.58659,4.74E-05,0.0099042,10,791,29,0.0067872107,0.31090808,0.80132115,0.9611057,80969,31
86,95.08572,4.47E-05,0.0093525,7,875,20,0.0043932083,0.5546993,0.8245199,0.8130426,29939,44
90,97.46515,4.17E-05,0.0129187,8,789,14,0.0048790094,0.55159026,0.81001574,0.9709115,15873,48
87,98.88,5.47E-05,0.0078427,8,625,25,0.0061433753,0.5248722,0.80986506,0.9114991,27182,49
87,96.50067,3.15E-05,0.0073926,8,743,20,0.006126267,0.3009262,0.8062306,0.9666108,26007,34
85,92.21658,6.58E-05,0.0084204,6,591,13,0.0034734637,0.321808,0.8592227,0.9039133,44225,46
84,98.23678,5.12E-05,0.0093261,10,794,29,0.0065756803,0.52353376,0.86321425,0.8710711,37898,41
87,98.95953,6.1E-05,0.0170196,9,865,12,0.00646979,0.42557102,0.845227,0.8967993,856,47
87,98.59944,3.06E-05,0.0101994,10,714,12,0.005864595,0.5406923,0.80586183,0.8289131,11152,32
86,96.258995,4.39E-05,0.0120012,9,695,13,0.0052661365,0.42782944,0.83209825,0.9925075,24626,40
85,94.72503,3.41E-05,0.0068202,7,891,29,0.004801997,0.5437521,0.86246806,0.9731908,9432,33
85,98.16054,4.9E-05,0.0101704,9,598,14,0.006619849,0.38098428,0.8413345,0.86099404,96880,49
88,98.32041,5.03E-05,0.0116537,10,774,17,0.0068173055,0.3903111,0.8515089,0.9118472,86251,39
89,96.815285,4.06E-05,0.0189415,8,942,10,0.004245242,0.49495828,0.8573571,0.9434133,54966,49
88,95.69892,4.84E-05,0.0082302,7,558,14,0.0053721615,0.5068772,0.86037683,0.96557546,71760,44
86,96.75926,4.62E-05,0.0117416,7,864,14,0.0053257844,0.4444303,0.82237446,0.8649495,65606,46
86,96.875,3.91E-05,0.0065337,8,608,25,0.00617731,0.38638404,0.8288853,0.92149687,16430,38
91,96.89378,3.68E-05,0.012447,8,998,14,0.00465208,0.59256756,0.8000626,0.8914716,94417,36
85,97.137405,4.69E-05,0.0102515,8,524,11,0.0041407472,0.5704001,0.870251,0.97264975,66850,46
88,96.42302,3.8E-05,0.0122188,10,643,15,0.004595853,0.5621467,0.8153373,0.9484851,24185,48
84,94.25,4.42E-05,0.0143246,10,800,12,0.0030241117,0.35051432,0.8204798,0.88565004,68537,31
87,97.00499,4.38E-05,0.0049588,6,601,19,0.006414429,0.54065293,0.8915639,0.81501096,83362,41
88,95.643364,3.98E-05,0.0179419,9,987,15,0.0046447436,0.392259,0.81760776,0.86573565,10958,49
84,95.454544,5.32E-05,0.0106824,7,748,14,0.004985639,0.35872385,0.85891116,0.90256494,32383,46
85,99.46429,3.44E-05,0.0059665,7,560,14,0.0067870133,0.5438387,0.8381376,0.94976836,8700,35
85,96.4752,4.5E-05,0.011297,8,766,17,0.0030506863,0.5211128,0.8807023,0.8226913,25131,50
88,94.94471,5.48E-05,0.0052673,6,633,24,0.005593462,0.4011912,0.88017607,0.8556818,80035,31
86,96.88716,3.53E-05,0.0100135,7,771,10,0.0043190056,0.54106116,0.84942305,0.8135898,30871,36
85,96.38783,3.74E-05,0.0075955,9,526,13,0.003993202,0.4329904,0.81749696,0.9460267,15841,30
86,94.68822,4.16E-05,0.0131443,7,866,14,0.0037276505,0.38206682,0.87218475,0.9437364,2771,49
88,97.42991,4.58E-05,0.0089851,9,856,29,0.0054781367,0.57653576,0.8512821,0.9578381,27421,30
86,94.84536,4.83E-05,0.0138139,9,582,12,0.003176387,0.43853137,0.8457969,0.9758313,86856,50
87,95.80273,5.54E-05,0.0126988,8,953,12,0.005379744,0.31888264,0.8096153,0.8903937,2089,30
86,93.958664,4.32E-05,0.0088176,7,629,12,0.00407503,0.43145588,0.80870235,0.938269,92133,39
84,97.90941,3.62E-05,0.0059377,6,574,13,0.0062384643,0.533665,0.82657003,0.9497852,24838,36
85,92.39281,3.11E-05,0.0052784,7,723,28,0.003059436,0.5931631,0.84815514,0.9224906,89314,32
88,93.77483,4.85E-05,0.0085315,8,755,17,0.004440895,0.35076377,0.8020117,0.8349411,19156,31
87,95.18633,3.54E-05,0.0047922,6,644,18,0.0053494545,0.5213321,0.82024944,0.87089133,55114,35
86,96.02544,6.04E-05,0.0080416,7,629,24,0.0055528954,0.32320774,0.86381465,0.938015,62218,46
88,95.46925,4.67E-05,0.0099408,10,618,24,0.00489135,0.38765335,0.8467539,0.893376,40817,49
82,93.382355,5.39E-05,0.0054112,7,544,29,0.006415704,0.3007737,0.86266536,0.8468243,87862,46
86,94.69614,4.22E-05,0.0069284,6,905,26,0.0064007477,0.5444975,0.8381883,0.94892126,20579,36
87,94.52663,3.72E-05,0.0062163,8,676,30,0.003827692,0.5339223,0.8452055,0.83009565,12702,37
86,94.138756,4.6E-05,0.0067395,6,836,25,0.0037566738,0.5875915,0.8032886,0.81932366,65252,39
89,97.01493,3.63E-05,0.0133881,10,603,11,0.006018548,0.36204168,0.80816376,0.9664985,79754,48
87,92.59758,3.51E-05,0.0083828,8,743,24,0.0034494922,0.50762653,0.8794797,0.98213696,54403,35
86,90.4014,4.97E-05,0.0051464,6,573,29,0.0030418711,0.45260662,0.8377815,0.8968355,33756,43
87,93.77049,5.36E-05,0.0057376,6,610,24,0.003582628,0.5470823,0.8729632,0.85752,60737,43
87,94.53125,4.69E-05,0.0091469,9,768,18,0.004892571,0.3214649,0.818742,0.83116984,63009,31
89,94.228,3.24E-05,0.004672,6,693,18,0.005410259,0.46171445,0.81945646,0.8473113,64814,33
87,93.93382,5.42E-05,0.0071393,9,544,26,0.004058489,0.42949164,0.8402773,0.85292137,87278,45
89,98.97013,6.07E-05,0.0153606,10,971,19,0.0063935593,0.49916372,0.8364773,0.81818974,23410,46
86,93.668526,2.79E-05,0.0066367,8,537,11,0.0046334453,0.30574843,0.841858,0.8368925,11170,32
85,97.34266,5.48E-05,0.0117494,8,715,16,0.0047191796,0.56035835,0.8806693,0.9394026,77950,47
88,93.56913,5.94E-05,0.0077649,7,622,16,0.0037695477,0.3842671,0.8822109,0.81055915,24797,44
86,97.40485,5.65E-05,0.0085161,8,578,24,0.0035799015,0.49437758,0.8630859,0.9453951,95559,47
82,94.158875,4.12E-05,0.0080716,8,856,30,0.0030468307,0.49821955,0.82643926,0.93022704,15638,35
90,96.86869,4.61E-05,0.012382,8,990,24,0.0056513557,0.30197448,0.8744317,0.9545847,93483,42
86,95.211784,3.92E-05,0.0061658,9,543,29,0.0056848973,0.5592242,0.8514843,0.97557235,82712,38
90,98.51768,4.29E-05,0.011017,6,877,12,0.0068781595,0.5760618,0.8951919,0.86438555,94760,50
89,98.08275,3.28E-05,0.0082945,8,991,24,0.0062769717,0.5056297,0.8960427,0.8325093,51470,33
87,95.82133,5.21E-05,0.0087946,6,694,12,0.005503212,0.47597212,0.89481413,0.9837853,11618,41
87,96.99738,3.11E-05,0.0054694,6,766,17,0.0061050327,0.45933026,0.87660325,0.85933125,79809,32
85,97.77196,4.41E-05,0.012339,8,763,13,0.0052420828,0.49743313,0.8500373,0.9460838,70949,44
88,96.22642,5.47E-05,0.0101264,8,530,12,0.0036985294,0.47415808,0.8076147,0.88466346,88670,47
86,97.56888,3.08E-05,0.0070845,7,617,10,0.006679584,0.53744423,0.83394486,0.9399449,83104,32
86,96.266235,4.44E-05,0.0091457,10,616,21,0.0037931094,0.46950752,0.83519876,0.9611476,20682,41
88,95.78821,5.56E-05,0.0090852,6,831,16,0.0059929295,0.51964575,0.8238481,0.8838668,32317,46
84,96.09508,4.07E-05,0.0096735,8,589,10,0.004354702,0.45261204,0.8266407,0.8659624,60252,39
88,95.959595,3.93E-05,0.0070359,6,891,25,0.006804265,0.54455394,0.8797803,0.95904213,69860,37
88,95.52941,4.19E-05,0.0144915,7,850,10,0.0047026956,0.36079696,0.8646031,0.8896018,96080,50
85,94.48819,3E-05,0.0048157,7,635,21,0.0037834228,0.48611924,0.8156613,0.91571677,33278,32
88,99.39541,4.21E-05,0.0075605,8,827,25,0.006592848,0.56358534,0.86441046,0.85103655,58001,37
84,93.55372,3.46E-05,0.0068893,8,605,16,0.00325198,0.42878103,0.86997545,0.9028156,60970,35
86,97.23145,3.65E-05,0.0133168,10,903,16,0.0038847853,0.57101417,0.8269392,0.95611024,7626,36
86,97.192986,6.55E-05,0.0099431,10,570,18,0.0062972684,0.39763585,0.864846,0.93547267,24216,46
86,97.94776,3.33E-05,0.0046294,7,536,16,0.006591019,0.57211906,0.8770401,0.8559549,65399,34
88,95.38461,3.29E-05,0.0053541,8,585,24,0.004109199,0.5774181,0.8055665,0.9092327,21589,33
88,95.586205,3.03E-05,0.0079591,10,725,20,0.0052602147,0.3368881,0.8306686,0.8465668,91445,33
88,97.535934,4.7E-05,0.013489,9,974,15,0.0057490333,0.5514238,0.846826,0.81946087,4529,42
90,93.66603,5.68E-05,0.0039913,6,521,27,0.0047605652,0.47023228,0.8650498,0.89139575,6603,31
88,98.81797,4.6E-05,0.0154565,10,846,11,0.004637042,0.57536906,0.8835487,0.837833,23659,41
91,95.01061,4.59E-05,0.011228,7,942,17,0.0031727247,0.5434833,0.86696047,0.80998904,1657,48
87,95.69138,3.03E-05,0.0107028,8,998,13,0.004602597,0.53235793,0.81048006,0.83676606,74016,32
90,98.16934,4.2E-05,0.0090504,6,874,13,0.006746774,0.5902557,0.8075427,0.87574154,3747,40
88,98.6532,5.18E-05,0.0180435,9,891,13,0.0055540544,0.58165425,0.8512967,0.96124107,2988,46
89,94.57672,5.62E-05,0.0120294,10,756,20,0.004688882,0.301306,0.83168447,0.90948427,84205,44
87,96.82152,3.33E-05,0.0092467,7,818,12,0.0064620655,0.315643,0.8351149,0.95252174,48706,34
88,95.01992,4.43E-05,0.005089,6,502,18,0.005511385,0.559162,0.88602304,0.86930716,43250,50
89,94.99456,3.53E-05,0.0093452,10,919,23,0.0044630906,0.44788668,0.8610192,0.87334716,90531,34
86,96.85658,3.87E-05,0.0081536,10,509,15,0.0047580246,0.58300006,0.8170284,0.9122414,89963,40
82,95.48611,3.83E-05,0.0052733,7,576,23,0.003358638,0.45392007,0.8960141,0.80908096,13999,39
89,95.3917,4.61E-05,0.0058397,6,651,19,0.0052536493,0.38423505,0.80804837,0.9310017,33435,40
84,98.046875,4.46E-05,0.0053048,6,512,16,0.0056713517,0.5047639,0.855689,0.9157468,76094,42
89,95.314285,4.3E-05,0.0088587,7,875,24,0.004179433,0.3905858,0.8659021,0.866513,53007,48
86,93.79845,4.74E-05,0.0050195,6,645,21,0.006143868,0.39139068,0.8456509,0.82884526,65218,38
91,95.60117,4.27E-05,0.0069957,6,682,18,0.00664429,0.52267295,0.86338186,0.8898539,10311,49
87,97.153946,4.35E-05,0.0092252,7,773,14,0.0057192035,0.43920663,0.81378156,0.84668124,32478,39
87,97.842636,4.56E-05,0.0078319,9,788,29,0.0062386882,0.47655258,0.8215282,0.86559695,24309,30
85,92.29287,4.97E-05,0.0084542,9,519,21,0.0032721022,0.32654744,0.83709645,0.90548664,15065,46
88,95.87109,5.15E-05,0.0114935,8,993,23,0.0041339407,0.4246739,0.8366499,0.8906569,23987,43
88,96.59864,4.74E-05,0.0081807,9,735,20,0.005250695,0.49633333,0.85526425,0.82902163,43930,37
87,97.95571,3.42E-05,0.0083355,10,587,16,0.004928791,0.58964103,0.8752519,0.98827827,86926,34
83,97.799995,3.62E-05,0.0066008,8,500,26,0.006985064,0.32465303,0.859666,0.98549366,13700,48
87,92.331764,4.01E-05,0.0051098,7,639,28,0.0039140545,0.57034713,0.8095695,0.9157719,79612,34
87,98.10671,5.39E-05,0.0069322,7,581,19,0.0063129608,0.52704716,0.8980783,0.9194397,69360,47
88,92.813644,5.89E-05,0.0082962,6,821,27,0.003148979,0.41830838,0.87320113,0.9406372,13007,46
86,96.75214,4.07E-05,0.0090378,10,585,14,0.005408813,0.34761417,0.85270363,0.82510763,28280,38
92,95.614975,4.98E-05,0.01177,10,935,23,0.005019773,0.3607532,0.83931935,0.89116514,78928,41
87,94.936714,4.28E-05,0.0068258,7,711,22,0.004500871,0.3595171,0.87363,0.95154214,58417,40
83,94.39072,5.79E-05,0.00736,10,517,29,0.0060548037,0.33916363,0.89343953,0.9169476,99481,46
88,95.33195,4.65E-05,0.009994,6,964,13,0.004105638,0.5559392,0.8016652,0.9286052,69236,31
88,99.2163,4.46E-05,0.0078634,6,638,11,0.0065800217,0.50043434,0.8865573,0.9195319,3291,41
88,93.94531,3.2E-05,0.0066942,10,512,19,0.0050522867,0.40970957,0.82596076,0.97219664,40308,34
89,95.19651,3.6E-05,0.0078793,7,687,11,0.0050563905,0.42685544,0.8088809,0.9069519,49047,33
87,96.81159,4.74E-05,0.008055,9,690,30,0.0038035922,0.50016415,0.8982387,0.9006481,65420,41
85,97.1223,3.14E-05,0.0047012,6,556,13,0.0066810185,0.5987449,0.8382725,0.9529253,30590,32
88,96.044624,2.96E-05,0.0085942,9,986,23,0.0064964937,0.50968,0.84820056,0.87621164,40004,33
89,98.373985,5.43E-05,0.0139067,10,861,25,0.0051496206,0.54287744,0.89114416,0.97380006,21603,45
86,95.61128,3.37E-05,0.0071194,6,957,17,0.006388925,0.44123706,0.8598071,0.83700144,20250,34
84,92.69988,4.92E-05,0.0086184,8,863,27,0.0034031419,0.42422786,0.8389126,0.81085706,88288,39
86,96.06164,4.73E-05,0.010649,9,584,12,0.004473968,0.35749456,0.85754037,0.9005291,73468,48
88,98.83041,4.51E-05,0.0127154,10,684,18,0.0063534486,0.31052893,0.84201574,0.96780974,74582,50
85,97,4E-05,0.0055224,9,500,19,0.0069369716,0.31982246,0.8005774,0.91906804,21749,35
87,96.90577,4.88E-05,0.00989,7,711,14,0.0065048547,0.48926544,0.8004415,0.86297077,54081,47
89,94.812164,4.67E-05,0.0059279,8,559,24,0.0041270303,0.43149015,0.8597071,0.89047086,34466,30
90,97.62901,3.39E-05,0.0047539,6,717,21,0.005183074,0.59822017,0.84913737,0.9429958,61749,33
88,97.8186,3.67E-05,0.0090025,8,871,29,0.004459128,0.5413673,0.8943762,0.98966247,26162,36
88,95.99428,4.25E-05,0.0090602,9,699,18,0.0041300952,0.54398155,0.8497571,0.83447784,99624,40
86,95.198074,6.01E-05,0.0125818,8,833,19,0.0035744114,0.5528604,0.85339445,0.9720454,7335,47
89,96.88074,5.59E-05,0.0105357,10,545,13,0.004265028,0.57102555,0.8389051,0.8135998,43927,45
82,94.22443,4.4E-05,0.0060756,7,606,25,0.0039209635,0.31171906,0.885654,0.9110781,32890,40
